"","SOC6","OCC_TITLE","TOT_EMP","A_MEDIAN","BA_Plus","Sub_BA","is_middle_edu","dominant_requirement","Analytical","Fundamental","Managerial","Mechanical","Social","Total_Skill_Sum","Rel_Social","Rel_Analytical","Rel_Fundamental","Rel_Managerial","Rel_Mechanical","is_imputed","is_middle_wage","is_middle_wage_occ","SOC"
"46","131082","Project Management Specialists",64120,116970,NA,NA,FALSE,"Bachelor's or Higher",2.96916666666667,3.6725,2.98916666666667,1.5,3.20904761904762,NA,0.22,0.21,0.26,0.21,0.1,TRUE,FALSE,FALSE,"131082"
"47","131111","Management Analysts",59490,109050,90.47,9.52,FALSE,"Bachelor's or Higher",2.93875,3.82625,2.6875,1.28125,3.53714285714286,14.2708928571429,0.25,0.21,0.27,0.19,0.09,FALSE,TRUE,FALSE,"131111"
"48","131121","Meeting, Convention, and Event Planners",9400,78810,40.8,59.2,TRUE,"Sub-Baccalaureate",2.4525,3.595,3.22,1.765,3.57428571428571,14.6067857142857,0.24,0.17,0.25,0.22,0.12,FALSE,TRUE,TRUE,"131121"
"49","131131","Fundraisers",10170,78980,100,0,FALSE,"Bachelor's or Higher",2.39,3.68875,2.7175,1.2325,3.55285714285714,13.5816071428571,0.26,0.18,0.27,0.2,0.09,FALSE,TRUE,FALSE,"131131"
"50","131141","Compensation, Benefits, and Job Analysis Specialists",7570,98670,73.92,26.1,FALSE,"Bachelor's or Higher",2.62625,3.55,2.47,1.1575,3.08714285714286,12.8908928571429,0.24,0.2,0.28,0.19,0.09,FALSE,TRUE,FALSE,"131141"
"51","131151","Training and Development Specialists",18930,78370,78.26,21.75,FALSE,"Bachelor's or Higher",2.53125,3.9875,2.81,1.265,3.69571428571429,14.2894642857143,0.26,0.18,0.28,0.2,0.09,FALSE,TRUE,FALSE,"131151"
"52","131161","Market Research Analysts and Marketing Specialists",81100,93500,73.915,26.09,FALSE,"Bachelor's or Higher",2.758125,3.6725,2.38875,1.22625,3.05285714285714,13.0984821428571,0.23,0.21,0.28,0.18,0.09,FALSE,TRUE,FALSE,"131161"
"53","131199","Business Operations Specialists, All Other",46410,84640,71.4033333333333,28.6,FALSE,"Bachelor's or Higher",2.55166666666667,3.58416666666667,2.73083333333333,1.38416666666667,3.16571428571429,13.4165476190476,0.24,0.19,0.27,0.2,0.1,FALSE,TRUE,FALSE,"131199"
"54","132011","Accountants and Auditors",127360,103900,NA,NA,FALSE,"Bachelor's or Higher",2.635,3.63375,2.6875,1.22625,3.06142857142857,13.2439285714286,0.23,0.2,0.27,0.2,0.09,TRUE,TRUE,FALSE,"132011"
"55","132020","Property Appraisers and Assessors",2070,81250,NA,NA,FALSE,"Bachelor's or Higher",2.635,3.63375,2.6875,1.22625,3.06142857142857,NA,0.23,0.2,0.27,0.2,0.09,TRUE,TRUE,FALSE,"132020"
"56","132031","Budget Analysts",2300,99500,76.03,23.97,FALSE,"Bachelor's or Higher",2.60875,3.5325,2.78,1.14125,2.84,12.9025,0.22,0.2,0.27,0.22,0.09,FALSE,TRUE,FALSE,"132031"
"57","132041","Credit Analysts",9010,127780,100,0,FALSE,"Bachelor's or Higher",2.2975,3.3575,2.1875,1.2025,2.64285714285714,11.6878571428571,0.23,0.2,0.29,0.19,0.1,FALSE,FALSE,FALSE,"132041"
"58","132051","Financial and Investment Analysts",51950,126890,NA,NA,FALSE,"Bachelor's or Higher",2.2975,3.3575,2.1875,1.2025,2.64285714285714,NA,0.23,0.2,0.29,0.19,0.1,TRUE,FALSE,FALSE,"132051"
"59","132052","Personal Financial Advisors",28610,167600,91.3,8.7,FALSE,"Bachelor's or Higher",2.68875,3.7525,2.5625,1.21875,3.31857142857143,13.5410714285714,0.25,0.2,0.28,0.19,0.09,FALSE,FALSE,FALSE,"132052"
"60","132053","Insurance Underwriters",6990,95540,73.33,26.67,FALSE,"Bachelor's or Higher",2.235,3.49875,2.315,1.125,2.91142857142857,12.0851785714286,0.24,0.18,0.29,0.19,0.09,FALSE,TRUE,FALSE,"132053"
"61","132054","Financial Risk Specialists",11440,141170,NA,NA,FALSE,"Bachelor's or Higher",2.235,3.49875,2.315,1.125,2.91142857142857,NA,0.24,0.18,0.29,0.19,0.09,TRUE,FALSE,FALSE,"132054"
"62","132061","Financial Examiners",11860,124480,100.01,0,FALSE,"Bachelor's or Higher",2.73375,3.89,2.5925,1.25,3.32285714285714,13.7891071428571,0.24,0.2,0.28,0.19,0.09,FALSE,FALSE,FALSE,"132061"
"63","132071","Credit Counselors",1260,61100,40,60,TRUE,"Sub-Baccalaureate",2.32875,3.6875,1.995,1.03125,3.19571428571429,12.2382142857143,0.26,0.19,0.3,0.16,0.08,FALSE,TRUE,TRUE,"132071"
"64","132072","Loan Officers",12240,99130,69.86,30.14,FALSE,"Bachelor's or Higher",2.2025,3.595,2.465,1.20375,2.95,12.41625,0.24,0.18,0.29,0.2,0.1,FALSE,TRUE,FALSE,"132072"
"65","132081","Tax Examiners and Collectors, and Revenue Agents",2640,80560,37.55,62.46,TRUE,"Sub-Baccalaureate",2.14,3.5475,2.1875,1.28125,2.98428571428571,12.1405357142857,0.25,0.18,0.29,0.18,0.11,FALSE,TRUE,TRUE,"132081"
"66","132082","Tax Preparers",6520,75070,31.82,68.19,TRUE,"Sub-Baccalaureate",2.07625,3.3125,2,1.1575,2.82,11.36625,0.25,0.18,0.29,0.18,0.1,FALSE,TRUE,TRUE,"132082"
"67","132099","Financial Specialists, All Other",8270,102180,95.83,4.17,FALSE,"Bachelor's or Higher",2.555625,3.773125,2.5775,1.210625,3.09785714285714,13.2147321428571,0.23,0.19,0.29,0.2,0.09,FALSE,TRUE,FALSE,"132099"
"68","151211","Computer Systems Analysts",23000,126740,69.405,30.595,FALSE,"Bachelor's or Higher",3.12625,3.805,2.49875,2.109375,3.17857142857143,14.7179464285714,0.22,0.21,0.26,0.17,0.14,FALSE,FALSE,FALSE,"151211"
"69","151212","Information Security Analysts",11660,137040,77.96,22.04,FALSE,"Bachelor's or Higher",2.6875,3.5325,2.375,2.045,2.87571428571429,13.5157142857143,0.21,0.2,0.26,0.18,0.15,FALSE,FALSE,FALSE,"151212"
"70","151221","Computer and Information Research Scientists",940,138130,91.65,8.35,FALSE,"Bachelor's or Higher",3.46625,3.61,2.7525,1.8125,2.87428571428571,14.5155357142857,0.2,0.24,0.25,0.19,0.12,FALSE,FALSE,FALSE,"151221"
"71","151231","Computer Network Support Specialists",8020,85780,50.3,49.7,FALSE,"Bachelor's or Higher",2.4525,3.26625,2.1875,2.71875,2.64285714285714,13.2678571428571,0.2,0.18,0.25,0.16,0.2,FALSE,TRUE,FALSE,"151231"
"72","151232","Computer User Support Specialists",38860,67630,51.69,48.31,FALSE,"Bachelor's or Higher",2.51625,3.5925,2.22,2.51625,2.89142857142857,13.7364285714286,0.21,0.18,0.26,0.16,0.18,FALSE,TRUE,FALSE,"151232"
"73","151241","Computer Network Architects",11360,146760,66.885,33.125,FALSE,"Bachelor's or Higher",2.959375,3.484375,2.62625,2.561875,3.04357142857143,14.6754464285714,0.21,0.2,0.24,0.18,0.17,FALSE,FALSE,FALSE,"151241"
"74","151242","Database Administrators",4570,105910,94.18,5.82,FALSE,"Bachelor's or Higher",3,3.5325,2.315,1.78125,2.80428571428571,13.4330357142857,0.21,0.22,0.26,0.17,0.13,FALSE,TRUE,FALSE,"151242"
"75","151243","Database Architects",3960,155000,88.925,11.08,FALSE,"Bachelor's or Higher",3.101875,3.42375,2.26625,1.646875,2.865,13.30375,0.22,0.23,0.26,0.17,0.12,FALSE,FALSE,FALSE,"151243"
"76","151244","Network and Computer Systems Administrators",21340,108950,62.5,37.51,FALSE,"Bachelor's or Higher",3.265,3.47,2.7175,3.08,2.98285714285714,15.5153571428571,0.19,0.21,0.22,0.18,0.2,FALSE,TRUE,FALSE,"151244"
"77","151251","Computer Programmers",8230,125950,88.49,11.51,FALSE,"Bachelor's or Higher",3.3425,3.25,2.435,1.67125,2.65857142857143,13.3573214285714,0.2,0.25,0.24,0.18,0.13,FALSE,FALSE,FALSE,"151251"
"78","151252","Software Developers",119010,149090,NA,NA,FALSE,"Bachelor's or Higher",3.3425,3.25,2.435,1.67125,2.65857142857143,NA,0.2,0.25,0.24,0.18,0.13,TRUE,FALSE,FALSE,"151252"
"79","151253","Software Quality Assurance Analysts and Testers",13810,118980,52.94,47.05,FALSE,"Bachelor's or Higher",3.07625,3.56375,2.03,2.12625,2.74857142857143,13.5448214285714,0.2,0.23,0.26,0.15,0.16,FALSE,FALSE,FALSE,"151253"
"80","151254","Web Developers",5940,82780,50,50.01,TRUE,"Sub-Baccalaureate",3.09125,3.375,2.22,1.74875,2.87714285714286,13.3121428571429,0.22,0.23,0.25,0.17,0.13,FALSE,TRUE,TRUE,"151254"
"81","151255","Web and Digital Interface Designers",13820,124000,55,45,FALSE,"Bachelor's or Higher",3.06375,3.46875,2.4725,1.32625,2.98142857142857,13.3126785714286,0.22,0.23,0.26,0.19,0.1,FALSE,FALSE,FALSE,"151255"
"82","151299","Computer Occupations, All Other",14520,107040,74.585,25.415,FALSE,"Bachelor's or Higher",2.937,3.57975,2.6905,1.60275,3.052,13.862,0.22,0.21,0.26,0.19,0.12,FALSE,TRUE,FALSE,"151299"
"83","152011","Actuaries",3310,140250,99.99,0,FALSE,"Bachelor's or Higher",3.14125,3.7825,2.625,1.235,2.92857142857143,13.7123214285714,0.21,0.23,0.28,0.19,0.09,FALSE,FALSE,FALSE,"152011"
"84","152021","Mathematicians",100,94810,99.99,0,FALSE,"Bachelor's or Higher",3.21625,3.67375,2.06,1.14,2.57142857142857,12.6614285714286,0.2,0.25,0.29,0.16,0.09,FALSE,TRUE,FALSE,"152021"
"85","152031","Operations Research Analysts",7160,105390,100,0,FALSE,"Bachelor's or Higher",3.4525,3.86,2.22,1.235,2.78714285714286,13.5546428571429,0.21,0.25,0.28,0.16,0.09,FALSE,TRUE,FALSE,"152031"
"86","152041","Statisticians",1060,127740,100,0,FALSE,"Bachelor's or Higher",3.280625,3.76625,2.25,1.218125,2.69785714285714,13.2128571428571,0.2,0.25,0.29,0.17,0.09,FALSE,FALSE,FALSE,"152041"
"87","152051","Data Scientists",16330,133560,97.5,2.5,FALSE,"Bachelor's or Higher",2.82875,3.68875,2.42375,1.460625,2.96428571428571,13.3661607142857,0.22,0.21,0.28,0.18,0.11,FALSE,FALSE,FALSE,"152051"
"88","152099","Mathematical Science Occupations, All Other",110,71830,100,0,FALSE,"Bachelor's or Higher",2.95125,3.4225,2.215,1.43375,2.80571428571429,12.8282142857143,0.22,0.23,0.27,0.17,0.11,FALSE,TRUE,FALSE,"152099"
"89","171011","Architects, Except Landscape and Naval",10920,96520,95.24,4.76,FALSE,"Bachelor's or Higher",3.11125,3.7975,2.875,1.6725,3.23142857142857,14.6876785714286,0.22,0.21,0.26,0.2,0.11,FALSE,TRUE,FALSE,"171011"
"90","171012","Landscape Architects",2900,84610,100,0,FALSE,"Bachelor's or Higher",2.86,3.73625,3.03,1.53125,3.28571428571429,14.4432142857143,0.23,0.2,0.26,0.21,0.11,FALSE,TRUE,FALSE,"171012"
"91","171021","Cartographers and Photogrammetrists",120,76470,42.49,57.51,TRUE,"Sub-Baccalaureate",2.32875,3.34375,2.1225,1.5325,2.76857142857143,12.0960714285714,0.23,0.19,0.28,0.18,0.13,FALSE,TRUE,TRUE,"171021"
"92","171022","Surveyors",1450,95410,68.125,31.865,FALSE,"Bachelor's or Higher",2.725625,3.555,2.345,2.11125,2.81285714285714,13.5497321428571,0.21,0.2,0.26,0.17,0.16,FALSE,TRUE,FALSE,"171022"
"93","172011","Aerospace Engineers",510,133860,92.39,7.61,FALSE,"Bachelor's or Higher",3.48625,3.81375,2.4075,1.70375,3.14285714285714,14.5541071428571,0.22,0.24,0.26,0.17,0.12,FALSE,FALSE,FALSE,"172011"
"94","172031","Bioengineers and Biomedical Engineers",820,108700,100,0,FALSE,"Bachelor's or Higher",3.65625,3.8725,2.81,2.625,3.24714285714286,16.2108928571429,0.2,0.23,0.24,0.17,0.16,FALSE,TRUE,FALSE,"172031"
"95","172041","Chemical Engineers",590,119700,100,0,FALSE,"Bachelor's or Higher",3.57875,3.58,2.7175,2.04625,3.01857142857143,14.9410714285714,0.2,0.24,0.24,0.18,0.14,FALSE,FALSE,FALSE,"172041"
"96","172051","Civil Engineers",15770,104750,96.97,3.03,FALSE,"Bachelor's or Higher",3.31958333333333,3.68333333333333,3.05333333333333,1.65541666666667,3.10571428571429,14.817380952381,0.21,0.22,0.25,0.21,0.11,FALSE,TRUE,FALSE,"172051"
"97","172061","Computer Hardware Engineers",2250,136240,93.11,6.9,FALSE,"Bachelor's or Higher",3.15875,3.73625,2.3425,2.35875,2.78285714285714,14.3791071428571,0.19,0.22,0.26,0.16,0.16,FALSE,FALSE,FALSE,"172061"
"98","172071","Electrical Engineers",6400,115110,88.96,11.04,FALSE,"Bachelor's or Higher",3.03125,3.75125,2.6575,2.14125,3.01857142857143,14.5998214285714,0.21,0.21,0.26,0.18,0.15,FALSE,FALSE,FALSE,"172071"
"99","172072","Electronics Engineers, Except Computer",2700,130210,85.235,14.765,FALSE,"Bachelor's or Higher",3.02375,3.523125,2.47,2.5475,2.93857142857143,14.5029464285714,0.2,0.21,0.24,0.17,0.18,FALSE,FALSE,FALSE,"172072"
"100","172081","Environmental Engineers",1720,100630,100,0,FALSE,"Bachelor's or Higher",2.83,3.8125,2.6575,1.62625,3.24714285714286,14.1733928571429,0.23,0.2,0.27,0.19,0.11,FALSE,TRUE,FALSE,"172081"
"101","172111","Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",1470,107040,95,5,FALSE,"Bachelor's or Higher",3.136875,3.78625,2.61625,1.98125,3.045,14.565625,0.21,0.22,0.26,0.18,0.14,FALSE,TRUE,FALSE,"172111"
"102","172112","Industrial Engineers",8630,102840,87.2675,12.7325,FALSE,"Bachelor's or Higher",3.0934375,3.6996875,2.625625,2.0421875,3.03642857142857,14.4973660714286,0.21,0.21,0.26,0.18,0.14,FALSE,TRUE,FALSE,"172112"
"103","172121","Marine Engineers and Naval Architects",400,103410,NA,NA,FALSE,"Bachelor's or Higher",3.195,3.65875,2.7975,2.15625,3.02857142857143,14.8360714285714,0.2,0.22,0.25,0.19,0.15,TRUE,TRUE,FALSE,"172121"
"104","172131","Materials Engineers",250,103090,99.99,0,FALSE,"Bachelor's or Higher",3.18625,3.61,2.685,2.0775,3.05142857142857,14.6101785714286,0.21,0.22,0.25,0.18,0.14,FALSE,TRUE,FALSE,"172131"
"105","172141","Mechanical Engineers",6720,104100,94.4,5.60333333333333,FALSE,"Bachelor's or Higher",3.42208333333333,3.63083333333333,2.56166666666667,2.30166666666667,2.98761904761905,14.903869047619,0.2,0.23,0.24,0.17,0.15,FALSE,TRUE,FALSE,"172141"
"106","172151","Mining and Geological Engineers, Including Mining Safety Engineers",110,83670,98.72,1.28,FALSE,"Bachelor's or Higher",3.38875,3.8125,3.065,1.87625,3.09,15.2325,0.2,0.22,0.25,0.2,0.12,FALSE,TRUE,FALSE,"172151"
"107","172199","Engineers, All Other",5460,119770,85.3,14.705,FALSE,"Bachelor's or Higher",3.2290625,3.64953125,2.5584375,2.2828125,2.99589285714286,14.7157366071429,0.2,0.22,0.25,0.17,0.16,FALSE,FALSE,FALSE,"172199"
"108","173011","Architectural and Civil Drafters",6940,72940,NA,NA,FALSE,"Bachelor's or Higher",2.56875,3.22625,2.345,1.50625,2.70571428571429,12.3519642857143,0.22,0.21,0.26,0.19,0.12,TRUE,TRUE,FALSE,"173011"
"109","173012","Electrical and Electronics Drafters",920,87820,42.54,57.47,TRUE,"Sub-Baccalaureate",2.595,3.3275,2.345,1.78125,2.78571428571429,12.8344642857143,0.22,0.2,0.26,0.18,0.14,FALSE,TRUE,TRUE,"173012"
"110","173013","Mechanical Drafters",1390,77850,23.31,76.71,TRUE,"Sub-Baccalaureate",2.705,3.125,2.2825,1.5775,2.71571428571429,12.4057142857143,0.22,0.22,0.25,0.18,0.13,FALSE,TRUE,TRUE,"173013"
"111","173019","Drafters, All Other",1180,66380,NA,NA,TRUE,"Sub-Baccalaureate",2.705,3.125,2.2825,1.5775,2.71571428571429,NA,0.22,0.22,0.25,0.18,0.13,TRUE,TRUE,TRUE,"173019"
