"","SOC6","OCC_TITLE","TOT_EMP","A_MEDIAN","BA_Plus","Sub_BA","is_middle_edu","dominant_requirement","Analytical","Fundamental","Managerial","Mechanical","Social","Total_Skill_Sum","Rel_Social","Rel_Analytical","Rel_Fundamental","Rel_Managerial","Rel_Mechanical","is_imputed","is_middle_wage","is_middle_wage_occ","SOC"
"218","252054","Special Education Teachers, Secondary School",15520,81090,100,0,FALSE,"Bachelor's or Higher",2.4225,3.73625,2.5,1.2975,3.60857142857143,13.5648214285714,0.27,0.18,0.28,0.18,0.1,FALSE,TRUE,FALSE,"252054"
"219","252059","Special Education Teachers, All Other",1010,59280,100,0,FALSE,"Bachelor's or Higher",2.2175,3.7175,2.5,1.49875,3.60714285714286,13.5408928571429,0.27,0.16,0.27,0.18,0.11,FALSE,TRUE,FALSE,"252059"
"220","253011","Adult Basic and Secondary Education and Literacy Teachers and Instructors",4730,60620,100,0,FALSE,"Bachelor's or Higher",2.12375,3.75,2.1575,1.10875,3.44857142857143,12.5885714285714,0.27,0.17,0.3,0.17,0.09,FALSE,TRUE,FALSE,"253011"
"221","253021","Self-Enrichment Education Teachers",33210,49700,51.69,48.32,FALSE,"Bachelor's or Higher",2.0775,3.1875,2.1275,1.4225,3.01857142857143,11.8335714285714,0.26,0.18,0.27,0.18,0.12,FALSE,TRUE,FALSE,"253021"
"222","253097","Teachers and Instructors, All Other, Except Substitute Teachers",18460,34270,NA,NA,FALSE,"Bachelor's or Higher",2.0775,3.1875,2.1275,1.4225,3.01857142857143,NA,0.26,0.18,0.27,0.18,0.12,TRUE,TRUE,FALSE,"253097"
"223","253098","Substitute Teachers",37730,29990,NA,NA,FALSE,"Bachelor's or Higher",2.0775,3.1875,2.1275,1.4225,3.01857142857143,NA,0.26,0.18,0.27,0.18,0.12,TRUE,TRUE,FALSE,"253098"
"224","254011","Archivists",620,55320,96.87,3.12,FALSE,"Bachelor's or Higher",2.20375,3.39125,2.5625,1.17125,2.89285714285714,12.2216071428571,0.24,0.18,0.28,0.21,0.1,FALSE,TRUE,FALSE,"254011"
"225","254012","Curators",1210,67790,98.98,1.02,FALSE,"Bachelor's or Higher",2.4975,3.6575,3.185,1.4075,3.08857142857143,13.8360714285714,0.22,0.18,0.26,0.23,0.1,FALSE,TRUE,FALSE,"254012"
"226","254013","Museum Technicians and Conservators",720,59200,81.06,18.94,FALSE,"Bachelor's or Higher",2.1725,3.28,2.2825,1.78,2.96428571428571,12.4792857142857,0.24,0.17,0.26,0.18,0.14,FALSE,TRUE,FALSE,"254013"
"227","254021","Librarians",10870,67480,97.77,2.23,FALSE,"Bachelor's or Higher",2.24875,3.5475,2.69,1.13875,3.27,12.895,0.25,0.17,0.28,0.21,0.09,FALSE,TRUE,FALSE,"254021"
"228","254031","Library Technicians",6990,34300,81.6,18.41,FALSE,"Bachelor's or Higher",1.82625,2.9525,2.1875,1.4675,2.69571428571429,11.1294642857143,0.24,0.16,0.27,0.2,0.13,FALSE,TRUE,FALSE,"254031"
"229","259011","Audio-Visual and Multimedia Collections Specialists",530,58540,50.95,49.05,FALSE,"Bachelor's or Higher",2.2325,3.34125,2.7825,2.97,2.84,14.16625,0.2,0.16,0.24,0.2,0.21,FALSE,TRUE,FALSE,"259011"
"230","259021","Farm and Home Management Advisors",210,46770,100.01,0,FALSE,"Bachelor's or Higher",2.86,3.98625,2.9675,1.54625,3.55571428571429,14.9157142857143,0.24,0.19,0.27,0.2,0.1,FALSE,TRUE,FALSE,"259021"
"231","259031","Instructional Coordinators",8140,67930,97.83,2.175,FALSE,"Bachelor's or Higher",2.530625,3.960625,2.8425,1.430625,3.59,14.354375,0.25,0.18,0.28,0.2,0.1,FALSE,TRUE,FALSE,"259031"
"232","259041","Teacher Assistants",122630,27030,20.13,79.87,TRUE,"Sub-Baccalaureate",1.96875,3.21625,2.0025,1.47,3.08857142857143,11.7460714285714,0.26,0.17,0.27,0.17,0.13,FALSE,FALSE,FALSE,"259041"
"233","271011","Art Directors",7420,117040,90.66,9.33,FALSE,"Bachelor's or Higher",2.47,3.62625,3.22,1.70375,3.23285714285714,14.2528571428571,0.23,0.17,0.25,0.23,0.12,FALSE,FALSE,FALSE,"271011"
"234","271012","Craft Artists",330,38260,18.18,81.81,TRUE,"Sub-Baccalaureate",2.06125,2.89125,2.47,2.31125,2.67714285714286,12.4108928571429,0.22,0.17,0.23,0.2,0.19,FALSE,TRUE,TRUE,"271012"
"235","271013","Fine Artists, Including Painters, Sculptors, and Illustrators",1110,55310,32.61,67.39,TRUE,"Sub-Baccalaureate",2.04625,2.93875,2.5,1.7825,2.50142857142857,11.7689285714286,0.21,0.17,0.25,0.21,0.15,FALSE,TRUE,TRUE,"271013"
"236","271014","Multimedia Artists and Animators",2050,64720,61.77,38.23,FALSE,"Bachelor's or Higher",2.28,3.3925,2.59,1.4675,3.02,12.75,0.24,0.18,0.27,0.2,0.12,FALSE,TRUE,FALSE,"271014"
"237","271021","Commercial and Industrial Designers",3200,68410,55.24,44.75,FALSE,"Bachelor's or Higher",2.84375,3.4225,2.5,1.64125,2.87428571428571,13.2817857142857,0.22,0.21,0.26,0.19,0.12,FALSE,TRUE,FALSE,"271021"
"238","271022","Fashion Designers",7540,67730,32.89,67.12,TRUE,"Sub-Baccalaureate",2.5,3.75125,3.2825,1.49875,3.67714285714286,14.7096428571429,0.25,0.17,0.26,0.22,0.1,FALSE,TRUE,TRUE,"271022"
"239","271023","Floral Designers",3110,28950,7.91,92.09,TRUE,"Sub-Baccalaureate",2.01625,3.11,2.53,1.28125,2.87857142857143,11.8160714285714,0.24,0.17,0.26,0.21,0.11,FALSE,TRUE,TRUE,"271023"
"240","271024","Graphic Designers",21190,59690,85.18,14.81,FALSE,"Bachelor's or Higher",2.29875,3.1725,2.2825,1.2025,2.87428571428571,11.8305357142857,0.24,0.19,0.27,0.19,0.1,FALSE,TRUE,FALSE,"271024"
"241","271025","Interior Designers",4390,63220,77.78,22.22,FALSE,"Bachelor's or Higher",2.3775,3.4375,2.935,1.46875,3.35571428571429,13.5744642857143,0.25,0.18,0.25,0.22,0.11,FALSE,TRUE,FALSE,"271025"
"242","271026","Merchandise Displayers and Window Trimmers",7130,28330,17.64,82.36,TRUE,"Sub-Baccalaureate",2.04875,3.0325,2.2175,1.4675,2.73428571428571,11.5005357142857,0.24,0.18,0.26,0.19,0.13,FALSE,TRUE,TRUE,"271026"
"243","271027","Set and Exhibit Designers",1920,62880,91.31,8.7,FALSE,"Bachelor's or Higher",2.63875,3.455,3.155,1.96875,3.16142857142857,14.3789285714286,0.22,0.18,0.24,0.22,0.14,FALSE,TRUE,FALSE,"271027"
"244","271029","Designers, All Other",510,61080,NA,NA,FALSE,"Bachelor's or Higher",2.63875,3.455,3.155,1.96875,3.16142857142857,NA,0.22,0.18,0.24,0.22,0.14,TRUE,TRUE,FALSE,"271029"
"245","272012","Producers and Directors",20050,93860,60.684,39.314,FALSE,"Bachelor's or Higher",2.2745,3.68175,3.013,1.5625,3.41428571428571,13.9460357142857,0.24,0.16,0.26,0.22,0.11,FALSE,FALSE,FALSE,"272012"
"246","272021","Athletes and Sports Competitors",550,59190,0.63,99.36,TRUE,"Sub-Baccalaureate",1.9525,3.11,1.905,1.3575,3.03714285714286,11.3621428571429,0.27,0.17,0.27,0.17,0.12,FALSE,TRUE,TRUE,"272021"
"247","272022","Coaches and Scouts",10260,41310,64.59,35.4,FALSE,"Bachelor's or Higher",2.64125,3.9675,3.28,1.625,4.03571428571429,15.5494642857143,0.26,0.17,0.26,0.21,0.1,FALSE,TRUE,FALSE,"272022"
"248","272032","Choreographers",350,64840,40,60,TRUE,"Sub-Baccalaureate",2.0775,3.6075,2.655,1.0925,3.60714285714286,13.0396428571429,0.28,0.16,0.28,0.2,0.08,FALSE,TRUE,TRUE,"272032"
"249","272041","Music Directors and Composers",2280,64940,60.385,39.615,FALSE,"Bachelor's or Higher",2.250625,3.36,2.4075,1.155625,3.16,12.33375,0.26,0.18,0.27,0.2,0.09,FALSE,TRUE,FALSE,"272041"
"250","273011","Radio and Television Announcers",1730,54000,37.87,62.12,TRUE,"Sub-Baccalaureate",1.65375,3.53,2,1.2825,2.91142857142857,11.3776785714286,0.26,0.15,0.31,0.18,0.11,FALSE,TRUE,TRUE,"273011"
"251","273012","Public Address System and Other Announcers",630,40070,2.65,97.35,TRUE,"Sub-Baccalaureate",1.70375,3.0625,1.97,1.60875,2.89,11.235,0.26,0.15,0.27,0.18,0.14,FALSE,TRUE,TRUE,"273012"
"252","273021","Broadcast News Analysts",750,70630,78.21,21.79,FALSE,"Bachelor's or Higher",2.21875,3.71875,2.405,1.34125,3.28571428571429,12.9694642857143,0.25,0.17,0.29,0.19,0.1,FALSE,TRUE,FALSE,"273021"
"253","273031","Public Relations Specialists",24560,64300,100,0,FALSE,"Bachelor's or Higher",2.405,3.67125,2.7175,1.125,3.48142857142857,13.4001785714286,0.26,0.18,0.27,0.2,0.08,FALSE,TRUE,FALSE,"273031"
"254","273041","Editors",19690,71050,84.11,15.89,FALSE,"Bachelor's or Higher",2.2175,3.59125,2.535,1.48375,2.98142857142857,12.8089285714286,0.23,0.17,0.28,0.2,0.12,FALSE,TRUE,FALSE,"273041"
"255","273042","Technical Writers",2870,84930,41.97,58.04,TRUE,"Sub-Baccalaureate",1.8925,3.62375,2.06,1.23375,2.69571428571429,11.5057142857143,0.23,0.16,0.31,0.18,0.11,FALSE,FALSE,FALSE,"273042"
"256","273043","Writers and Authors",6540,74050,57.85,42.165,FALSE,"Bachelor's or Higher",2.08625,3.6475,2.31,1.27375,2.91071428571429,12.2282142857143,0.24,0.17,0.3,0.19,0.1,FALSE,TRUE,FALSE,"273043"
"257","273091","Interpreters and Translators",2750,54630,86.45,13.53,FALSE,"Bachelor's or Higher",1.90625,3.6375,1.97,1.235,3.01571428571429,11.7644642857143,0.26,0.16,0.31,0.17,0.1,FALSE,TRUE,FALSE,"273091"
"258","273099","Media and Communication Workers, All Other",780,43750,NA,NA,FALSE,"Bachelor's or Higher",1.90625,3.6375,1.97,1.235,3.01571428571429,NA,0.26,0.16,0.31,0.17,0.1,TRUE,TRUE,FALSE,"273099"
"259","274011","Audio and Video Equipment Technicians",5620,53760,17.88,82.13,TRUE,"Sub-Baccalaureate",2.185,3.20375,2.28,2.75,2.98,13.39875,0.22,0.16,0.24,0.17,0.21,FALSE,TRUE,TRUE,"274011"
"260","274012","Broadcast Technicians",2990,54340,18.36,81.63,TRUE,"Sub-Baccalaureate",2.36,3.265,2.31,2.81375,2.61,13.35875,0.2,0.18,0.24,0.17,0.21,FALSE,TRUE,TRUE,"274012"
"261","274013","Radio Operators",110,62710,4.3,95.7,TRUE,"Sub-Baccalaureate",1.98375,3.3425,1.9375,1.985,2.76857142857143,12.0173214285714,0.23,0.17,0.28,0.16,0.17,FALSE,TRUE,TRUE,"274013"
"262","274014","Sound Engineering Technicians",2000,63830,6.24,93.76,TRUE,"Sub-Baccalaureate",2.21875,3.29375,2.4375,2.655,3.00285714285714,13.6078571428571,0.22,0.16,0.24,0.18,0.2,FALSE,TRUE,TRUE,"274014"
"263","274021","Photographers",4220,49980,16,84,TRUE,"Sub-Baccalaureate",2.1875,3.11,2.25,1.79625,2.94571428571429,12.2894642857143,0.24,0.18,0.25,0.18,0.15,FALSE,TRUE,TRUE,"274021"
"264","274032","Film and Video Editors",4910,71080,49.81,50.19,TRUE,"Sub-Baccalaureate",2.15375,3.26375,2.28,1.595,2.80285714285714,12.0953571428571,0.23,0.18,0.27,0.19,0.13,FALSE,TRUE,TRUE,"274032"
"265","274099","Media and Communication Equipment Workers, All Other",760,59170,NA,NA,TRUE,"Sub-Baccalaureate",2.15375,3.26375,2.28,1.595,2.80285714285714,NA,0.23,0.18,0.27,0.19,0.13,TRUE,TRUE,TRUE,"274099"
"266","291011","Chiropractors",1670,88000,89.67,10.33,FALSE,"Bachelor's or Higher",2.62375,3.64375,2.4725,1.3925,3.14142857142857,13.2739285714286,0.24,0.2,0.27,0.19,0.1,FALSE,FALSE,FALSE,"291011"
"267","291021","Dentists, General",8030,145190,87.21,12.79,FALSE,"Bachelor's or Higher",2.76625,3.81125,3.345,2.11125,3.66142857142857,15.6951785714286,0.23,0.18,0.24,0.21,0.13,FALSE,FALSE,FALSE,"291021"
"268","291029","Dentists, All Other Specialists",400,187110,NA,NA,FALSE,"Bachelor's or Higher",2.76625,3.81125,3.345,2.11125,3.66142857142857,NA,0.23,0.18,0.24,0.21,0.13,TRUE,FALSE,FALSE,"291029"
"269","291031","Dietitians and Nutritionists",4620,64910,99.99,0,FALSE,"Bachelor's or Higher",2.8575,3.87625,3,1.45375,3.69857142857143,14.8860714285714,0.25,0.19,0.26,0.2,0.1,FALSE,TRUE,FALSE,"291031"
"270","291041","Optometrists",2520,113540,100,0,FALSE,"Bachelor's or Higher",2.70375,3.57875,2.5625,1.64125,3.16,13.64625,0.23,0.2,0.26,0.19,0.12,FALSE,FALSE,FALSE,"291041"
"271","291051","Pharmacists",19000,115600,99.99,0,FALSE,"Bachelor's or Higher",2.84375,3.76625,3.03,1.48375,3.50285714285714,14.6266071428571,0.24,0.19,0.26,0.21,0.1,FALSE,FALSE,FALSE,"291051"
"272","291062","Family and General Practitioners",3150,151180,100,0,FALSE,"Bachelor's or Higher",2.64125,3.99875,2.5625,1.375,3.43,14.0075,0.24,0.19,0.29,0.18,0.1,FALSE,FALSE,FALSE,"291062"
"273","291064","Obstetricians and Gynecologists",1360,168980,99.99,0,FALSE,"Bachelor's or Higher",2.735,4.015,2.6875,1.3425,3.41142857142857,14.1914285714286,0.24,0.19,0.28,0.19,0.09,FALSE,FALSE,FALSE,"291064"
"274","291065","Pediatricians, General",2160,151220,90.94,9.07,FALSE,"Bachelor's or Higher",2.74875,3.96875,2.375,1.3125,3.41,13.815,0.25,0.2,0.29,0.17,0.1,FALSE,FALSE,FALSE,"291065"
"275","291066","Psychiatrists",3050,167130,99.54,0.47,FALSE,"Bachelor's or Higher",2.87625,4.15375,2.31,1.15625,3.78714285714286,14.2833928571429,0.27,0.2,0.29,0.16,0.08,FALSE,FALSE,FALSE,"291066"
"276","291069","Physicians and Surgeons, All Other",45610,170690,98.8425,1.15666666666667,FALSE,"Bachelor's or Higher",2.74239583333333,3.9175,2.62479166666667,1.59666666666667,3.4477380952381,14.3290922619048,0.24,0.19,0.27,0.18,0.11,FALSE,FALSE,FALSE,"291069"
"277","291071","Physician Assistants",9450,104530,78.65,21.345,FALSE,"Bachelor's or Higher",2.58625,3.676875,2.42125,1.9775,3.21428571428571,13.8761607142857,0.23,0.19,0.26,0.17,0.14,FALSE,FALSE,FALSE,"291071"
"278","291081","Podiatrists",1020,125070,84.79,15.22,FALSE,"Bachelor's or Higher",2.7475,3.78,2.685,1.75125,3.28571428571429,14.2494642857143,0.23,0.19,0.27,0.19,0.12,FALSE,FALSE,FALSE,"291081"
"279","291122","Occupational Therapists",8450,86490,98,2,FALSE,"Bachelor's or Higher",2.47625,3.77375,2.50125,1.453125,3.57928571428571,13.7836607142857,0.26,0.18,0.27,0.18,0.11,FALSE,FALSE,FALSE,"291122"
"280","291123","Physical Therapists",16700,89920,100,0,FALSE,"Bachelor's or Higher",2.6725,3.7025,2.5325,1.64,3.41285714285714,13.9603571428571,0.24,0.19,0.27,0.18,0.12,FALSE,FALSE,FALSE,"291123"
"281","291124","Radiation Therapists",1340,96970,37.54,62.46,TRUE,"Sub-Baccalaureate",2.51375,3.26625,2.53,2.61,3.05285714285714,13.9728571428571,0.22,0.18,0.23,0.18,0.19,FALSE,FALSE,FALSE,"291124"
"282","291125","Recreational Therapists",1520,54350,98.7166666666667,1.28333333333333,FALSE,"Bachelor's or Higher",2.38,3.66166666666667,2.375,1.36875,3.51285714285714,13.2982738095238,0.26,0.18,0.28,0.18,0.1,FALSE,TRUE,FALSE,"291125"
"283","291126","Respiratory Therapists",5940,73570,12.1,87.9,TRUE,"Sub-Baccalaureate",2.57875,3.54625,2.47,2.3925,3.35857142857143,14.3460714285714,0.23,0.18,0.25,0.17,0.17,FALSE,TRUE,TRUE,"291126"
"284","291127","Speech-Language Pathologists",9900,90170,100,0,FALSE,"Bachelor's or Higher",2.65625,3.845,1.905,1.42,3.37571428571429,13.2019642857143,0.26,0.2,0.29,0.14,0.11,FALSE,FALSE,FALSE,"291127"
"285","291128","Exercise Physiologists",200,58640,99.99,0,FALSE,"Bachelor's or Higher",2.64125,3.73375,2.5,1.64,3.40857142857143,13.9235714285714,0.24,0.19,0.27,0.18,0.12,FALSE,TRUE,FALSE,"291128"
"286","291129","Therapists, All Other",530,58810,NA,NA,FALSE,"Bachelor's or Higher",2.64125,3.73375,2.5,1.64,3.40857142857143,NA,0.24,0.19,0.27,0.18,0.12,TRUE,TRUE,FALSE,"291129"
"287","291131","Veterinarians",3100,125630,100,0,FALSE,"Bachelor's or Higher",2.84625,3.62625,2.655,1.57875,3.11,13.81625,0.23,0.21,0.26,0.19,0.11,FALSE,FALSE,FALSE,"291131"
"288","291141","Registered Nurses",169470,85530,63.938,36.064,FALSE,"Bachelor's or Higher",2.6605,3.819,2.5685,1.7255,3.66828571428571,14.4417857142857,0.25,0.18,0.26,0.18,0.12,FALSE,FALSE,FALSE,"291141"
"289","291151","Nurse Anesthetists",1540,170100,100.01,0,FALSE,"Bachelor's or Higher",2.79875,3.8275,2.5925,2.51875,3.37571428571429,15.1132142857143,0.22,0.19,0.25,0.17,0.17,FALSE,FALSE,FALSE,"291151"
"290","291161","Nurse Midwives",340,104990,97.3,2.7,FALSE,"Bachelor's or Higher",2.64,3.89,2.4075,1.48375,3.46571428571429,13.8869642857143,0.25,0.19,0.28,0.17,0.11,FALSE,FALSE,FALSE,"291161"
"291","291171","Nurse Practitioners",9750,113960,99.99,0,FALSE,"Bachelor's or Higher",2.89125,3.95,2.535,1.62625,3.62571428571429,14.6282142857143,0.25,0.2,0.27,0.17,0.11,FALSE,FALSE,FALSE,"291171"
"292","291181","Audiologists",710,86450,100,0,FALSE,"Bachelor's or Higher",2.6875,3.8125,2.625,2.23375,3.28714285714286,14.6458928571429,0.22,0.18,0.26,0.18,0.15,FALSE,FALSE,FALSE,"291181"
"293","291199","Health Diagnosing and Treating Practitioners, All Other",2900,75280,94.2533333333333,5.74,FALSE,"Bachelor's or Higher",2.49958333333333,3.55666666666667,2.13833333333333,1.36,3.12285714285714,12.6774404761905,0.25,0.2,0.28,0.17,0.11,FALSE,TRUE,FALSE,"291199"
"294","292011","Medical and Clinical Laboratory Technologists",10770,69680,75.2275,24.7775,FALSE,"Bachelor's or Higher",2.3990625,3.3746875,2.40625,2.2971875,2.77678571428571,13.2539732142857,0.21,0.18,0.25,0.18,0.17,FALSE,TRUE,FALSE,"292011"
"295","292012","Medical and Clinical Laboratory Technicians",6960,47750,63.51,36.49,FALSE,"Bachelor's or Higher",2.515,3.2675,2.5,2.62375,2.90857142857143,13.8148214285714,0.21,0.18,0.24,0.18,0.19,FALSE,TRUE,FALSE,"292012"
"296","292021","Dental Hygienists",10930,85410,21.46,78.53,TRUE,"Sub-Baccalaureate",2.00125,3.265,1.9675,1.74875,2.96285714285714,11.9453571428571,0.25,0.17,0.27,0.16,0.15,FALSE,FALSE,FALSE,"292021"
"297","292031","Cardiovascular Technologists and Technicians",2820,63870,6.58,93.42,TRUE,"Sub-Baccalaureate",2.295,3.42125,2.2825,2.48375,3.14142857142857,13.6239285714286,0.23,0.17,0.25,0.17,0.18,FALSE,TRUE,TRUE,"292031"
"298","292032","Diagnostic Medical Sonographers",4510,70840,33.53,66.47,TRUE,"Sub-Baccalaureate",2.28,3.45375,2.44,2.40375,3.16,13.7375,0.23,0.17,0.25,0.18,0.17,FALSE,TRUE,TRUE,"292032"
"299","292033","Nuclear Medicine Technologists",1220,84690,31.33,68.68,TRUE,"Sub-Baccalaureate",2.42125,3.4375,2.3425,2.39125,3.05571428571429,13.6482142857143,0.22,0.18,0.25,0.17,0.18,FALSE,FALSE,FALSE,"292033"
"300","292034","Radiologic Technologists",12690,69790,9.31,90.69,TRUE,"Sub-Baccalaureate",2.15625,3.42375,2.185,2.015,2.98142857142857,12.7614285714286,0.23,0.17,0.27,0.17,0.16,FALSE,TRUE,TRUE,"292034"
"301","292035","Magnetic Resonance Imaging Technologists",1620,80920,13.05,86.95,TRUE,"Sub-Baccalaureate",2.39125,3.39125,1.9675,2.65625,3.05285714285714,13.4591071428571,0.23,0.18,0.25,0.15,0.2,FALSE,TRUE,TRUE,"292035"
"302","292041","Emergency Medical Technicians and Paramedics",14450,36910,4.89,95.11,TRUE,"Sub-Baccalaureate",2.5925,3.61125,2.4075,2.3425,3.34,14.29375,0.23,0.18,0.25,0.17,0.16,FALSE,TRUE,TRUE,"292041"
"303","292051","Dietetic Technicians",720,41950,6.32,93.68,TRUE,"Sub-Baccalaureate",2.375,3.0925,2.53,1.73375,3,12.73125,0.24,0.19,0.24,0.2,0.14,FALSE,TRUE,TRUE,"292051"
"304","292052","Pharmacy Technicians",18160,31520,4.19,95.82,TRUE,"Sub-Baccalaureate",2.20125,3.22125,2.4975,1.51375,2.74857142857143,12.1823214285714,0.23,0.18,0.26,0.21,0.12,FALSE,TRUE,TRUE,"292052"
"305","292053","Psychiatric Technicians",930,43510,51.53,48.47,FALSE,"Bachelor's or Higher",2.20375,3.5,2.3125,1.485,3.46285714285714,12.9641071428571,0.27,0.17,0.27,0.18,0.11,FALSE,TRUE,FALSE,"292053"
"306","292054","Respiratory Therapy Technicians",320,62990,35.99,64.02,TRUE,"Sub-Baccalaureate",2.45375,3.36,2.345,2.5475,3.19571428571429,13.9019642857143,0.23,0.18,0.24,0.17,0.18,FALSE,TRUE,TRUE,"292054"
"307","292055","Surgical Technologists",5090,52830,0,100,TRUE,"Sub-Baccalaureate",2.28125,3.0625,2.75,2.595,3.01571428571429,13.7044642857143,0.22,0.17,0.22,0.2,0.19,FALSE,TRUE,TRUE,"292055"
"308","292056","Veterinary Technologists and Technicians",4680,37820,6.95,93.05,TRUE,"Sub-Baccalaureate",2.41875,3.35875,2.5325,2.205,2.98285714285714,13.4978571428571,0.22,0.18,0.25,0.19,0.16,FALSE,TRUE,TRUE,"292056"
"309","292057","Ophthalmic Medical Technicians",1780,38940,4.35,95.65,TRUE,"Sub-Baccalaureate",2.065,3.14,1.9075,2.06625,2.95,12.12875,0.24,0.17,0.26,0.16,0.17,FALSE,TRUE,TRUE,"292057"
"310","292061","Licensed Practical and Licensed Vocational Nurses",35990,53550,1.26,98.74,TRUE,"Sub-Baccalaureate",2.45375,3.6725,2.72,1.6875,3.62428571428571,14.1580357142857,0.26,0.17,0.26,0.19,0.12,FALSE,TRUE,TRUE,"292061"
"311","292071","Medical Records and Health Information Technicians",6640,47280,0.5,99.5,TRUE,"Sub-Baccalaureate",1.86,2.9225,1.845,1.23375,2.37571428571429,10.2369642857143,0.23,0.18,0.29,0.18,0.12,FALSE,TRUE,TRUE,"292071"
"312","292081","Opticians, Dispensing",2950,51540,0,100.01,TRUE,"Sub-Baccalaureate",2.1425,3.375,2.3425,1.74875,3.07285714285714,12.6816071428571,0.24,0.17,0.27,0.18,0.14,FALSE,TRUE,TRUE,"292081"
"313","292091","Orthotists and Prosthetists",430,75650,99.99,0,FALSE,"Bachelor's or Higher",2.83,3.6575,2.4075,2.15625,3.19571428571429,14.2469642857143,0.22,0.2,0.26,0.17,0.15,FALSE,TRUE,FALSE,"292091"
"314","292092","Hearing Aid Specialists",190,46910,45.54,54.45,TRUE,"Sub-Baccalaureate",2.2175,3.2675,2.345,2.17375,3.24857142857143,13.2523214285714,0.25,0.17,0.25,0.18,0.16,FALSE,TRUE,TRUE,"292092"
"315","292099","Health Technologists and Technicians, All Other",4690,47340,21.3575,78.65,TRUE,"Sub-Baccalaureate",2.2228125,3.355,2.32875,2.1653125,2.99071428571429,13.0625892857143,0.23,0.17,0.26,0.18,0.17,FALSE,TRUE,TRUE,"292099"
"316","299011","Occupational Health and Safety Specialists",2720,77130,90.91,9.09,FALSE,"Bachelor's or Higher",2.96875,3.72,2.435,1.92125,3.28714285714286,14.3321428571429,0.23,0.21,0.26,0.17,0.13,FALSE,TRUE,FALSE,"299011"
"317","299012","Occupational Health and Safety Technicians",820,56520,50,50.01,TRUE,"Sub-Baccalaureate",2.57875,3.5475,2.3425,1.875,3,13.34375,0.22,0.19,0.27,0.18,0.14,FALSE,TRUE,TRUE,"299012"
"318","299091","Athletic Trainers",920,54980,100,0,FALSE,"Bachelor's or Higher",2.51375,3.75,2.565,1.78125,3.44571428571429,14.0557142857143,0.25,0.18,0.27,0.18,0.13,FALSE,TRUE,FALSE,"299091"
"319","299092","Genetic Counselors",170,79020,100,0,FALSE,"Bachelor's or Higher",2.53125,3.73625,2.0925,1.125,3.16,12.645,0.25,0.2,0.3,0.17,0.09,FALSE,TRUE,FALSE,"299092"
"320","299099","Healthcare Practitioners and Technical Workers, All Other",690,80900,60.03,39.97,FALSE,"Bachelor's or Higher",2.2325,3.58,2.4375,1.57875,3.30571428571429,13.1344642857143,0.25,0.17,0.27,0.19,0.12,FALSE,TRUE,FALSE,"299099"
"321","311011","Home Health Aides",163550,22370,0,99.99,TRUE,"Sub-Baccalaureate",1.78,3.2025,2.3425,1.40625,3.21285714285714,11.9441071428571,0.27,0.15,0.27,0.2,0.12,FALSE,FALSE,FALSE,"311011"
"322","311014","Nursing Assistants",102070,33680,0.45,99.55,TRUE,"Sub-Baccalaureate",1.74875,2.98375,2.0325,1.50125,3.07142857142857,11.3376785714286,0.27,0.15,0.26,0.18,0.13,FALSE,TRUE,TRUE,"311014"
"323","311015","Orderlies",5420,32860,NA,NA,TRUE,"Sub-Baccalaureate",1.74875,2.98375,2.0325,1.50125,3.07142857142857,NA,0.27,0.15,0.26,0.18,0.13,TRUE,TRUE,TRUE,"311015"
"324","312011","Occupational Therapy Assistants",1750,63350,18.39,81.61,TRUE,"Sub-Baccalaureate",2.1725,3.4375,2.53,1.735,3.26857142857143,13.1435714285714,0.25,0.17,0.26,0.19,0.13,FALSE,TRUE,TRUE,"312011"
"325","312012","Occupational Therapy Aides",280,32850,0,100,TRUE,"Sub-Baccalaureate",2.015,3.2025,2.1275,1.515,3.12285714285714,11.9828571428571,0.26,0.17,0.27,0.18,0.13,FALSE,TRUE,TRUE,"312012"
"326","312021","Physical Therapist Assistants",3720,59260,0.17,99.83,TRUE,"Sub-Baccalaureate",2.2025,3.26375,2.345,1.765,3.16,12.73625,0.25,0.17,0.26,0.18,0.14,FALSE,TRUE,TRUE,"312021"
"327","312022","Physical Therapist Aides",5620,26060,8.49,91.51,TRUE,"Sub-Baccalaureate",2.00125,2.9375,1.9075,1.73375,2.99857142857143,11.5785714285714,0.26,0.17,0.25,0.16,0.15,FALSE,FALSE,FALSE,"312022"
"328","319011","Massage Therapists",6210,54160,3.33,96.67,TRUE,"Sub-Baccalaureate",2,3.17,1.8475,1.18875,2.64428571428571,10.8505357142857,0.24,0.18,0.29,0.17,0.11,FALSE,TRUE,TRUE,"319011"
"329","319091","Dental Assistants",21720,36880,7.59,92.41,TRUE,"Sub-Baccalaureate",2.0625,3.04875,2.125,1.98375,2.93,12.15,0.24,0.17,0.25,0.17,0.16,FALSE,TRUE,TRUE,"319091"
"330","319092","Medical Assistants",29590,34280,0,100,TRUE,"Sub-Baccalaureate",2.2175,3.53125,2.405,1.64125,3.30571428571429,13.1007142857143,0.25,0.17,0.27,0.18,0.13,FALSE,TRUE,TRUE,"319092"
"331","319093","Medical Equipment Preparers",3230,37680,17.08,82.92,TRUE,"Sub-Baccalaureate",2,3.0775,2.3425,2.735,2.53571428571429,12.6907142857143,0.2,0.16,0.24,0.18,0.22,FALSE,TRUE,TRUE,"319093"
