"","SOC6","OCC_TITLE","TOT_EMP","A_MEDIAN","BA_Plus","Sub_BA","is_middle_edu","dominant_requirement","Analytical","Fundamental","Managerial","Mechanical","Social","Total_Skill_Sum","Rel_Social","Rel_Analytical","Rel_Fundamental","Rel_Managerial","Rel_Mechanical","is_imputed","is_middle_wage","is_middle_wage_occ","SOC"
"107","173029","Engineering Technicians, Except Drafters, All Other",1520,62830,44.4166666666667,55.5844444444444,TRUE,"Sub-Baccalaureate",2.76916666666667,3.30819444444444,2.56638888888889,2.90736111111111,2.8531746031746,14.4042857142857,0.2,0.19,0.23,0.18,0.2,FALSE,TRUE,TRUE,"173029"
"108","173031","Surveying and Mapping Technicians",1520,44040,30.26,69.74,TRUE,"Sub-Baccalaureate",2.54625,3.219375,2.39,2.054375,2.74928571428571,12.9592857142857,0.21,0.2,0.25,0.18,0.16,FALSE,TRUE,TRUE,"173031"
"109","191011","Animal Scientists",40,78160,100,0,FALSE,"Bachelor's or Higher",3.00125,3.8275,2.595,1.68625,3.16142857142857,14.2714285714286,0.22,0.21,0.27,0.18,0.12,FALSE,TRUE,FALSE,"191011"
"110","191012","Food Scientists and Technologists",1030,72820,100,0,FALSE,"Bachelor's or Higher",2.68625,3.67375,2.5,2.0025,3.23142857142857,14.0939285714286,0.23,0.19,0.26,0.18,0.14,FALSE,TRUE,FALSE,"191012"
"111","191013","Soil and Plant Scientists",90,70340,99.99,0,FALSE,"Bachelor's or Higher",3.15625,3.87625,2.47,1.78,2.94857142857143,14.2310714285714,0.21,0.22,0.27,0.17,0.13,FALSE,TRUE,FALSE,"191013"
"112","191021","Biochemists and Biophysicists",3690,95640,100.01,0,FALSE,"Bachelor's or Higher",3.34375,3.95125,2.6525,2.15875,3.03571428571429,15.1419642857143,0.2,0.22,0.26,0.18,0.14,FALSE,FALSE,FALSE,"191021"
"113","191022","Microbiologists",860,72780,95.45,4.55,FALSE,"Bachelor's or Higher",3.0475,3.78125,2.75,1.8425,3.03571428571429,14.4569642857143,0.21,0.21,0.26,0.19,0.13,FALSE,TRUE,FALSE,"191022"
"114","191023","Zoologists and Wildlife Biologists",230,71880,100,0,FALSE,"Bachelor's or Higher",2.6875,3.67375,2.5625,1.75,3.10857142857143,13.7823214285714,0.23,0.19,0.27,0.19,0.13,FALSE,TRUE,FALSE,"191023"
"115","191029","Biological Scientists, All Other",780,84420,98.4866666666667,1.51666666666667,FALSE,"Bachelor's or Higher",3.0825,3.91583333333333,2.76,1.70375,3.02380952380952,14.4858928571429,0.21,0.21,0.27,0.19,0.12,FALSE,FALSE,FALSE,"191029"
"116","191031","Conservation Scientists",410,74370,72.5566666666667,27.44,FALSE,"Bachelor's or Higher",2.76041666666667,3.58375,2.6875,1.91166666666667,3.26095238095238,14.2042857142857,0.23,0.19,0.25,0.19,0.13,FALSE,TRUE,FALSE,"191031"
"117","191032","Foresters",90,59130,81.52,18.47,FALSE,"Bachelor's or Higher",2.90625,3.595,3.095,1.90625,3.35714285714286,14.8596428571429,0.23,0.2,0.24,0.21,0.13,FALSE,TRUE,FALSE,"191032"
"118","191041","Epidemiologists",230,74790,99.99,0,FALSE,"Bachelor's or Higher",3.11,3.9825,2.625,1.125,3.33857142857143,14.1810714285714,0.24,0.22,0.28,0.19,0.08,FALSE,TRUE,FALSE,"191041"
"119","191042","Medical Scientists, Except Epidemiologists",9820,87200,100,0,FALSE,"Bachelor's or Higher",3.12625,3.79625,2.7175,1.59375,3.10571428571429,14.3394642857143,0.22,0.22,0.26,0.19,0.11,FALSE,FALSE,FALSE,"191042"
"120","191099","Life Scientists, All Other",440,82840,NA,NA,FALSE,"Bachelor's or Higher",3.12625,3.79625,2.7175,1.59375,3.10571428571429,NA,0.22,0.22,0.26,0.19,0.11,TRUE,TRUE,FALSE,"191099"
"121","192012","Physicists",1020,131730,93.56,6.45,FALSE,"Bachelor's or Higher",3.59375,3.90375,2.6575,1.7325,3.10428571428571,14.9917857142857,0.21,0.24,0.26,0.18,0.12,FALSE,FALSE,FALSE,"192012"
"122","192021","Atmospheric and Space Scientists",390,90350,100,0,FALSE,"Bachelor's or Higher",2.8925,3.87625,2.3775,1.20375,3.14428571428571,13.4942857142857,0.23,0.21,0.29,0.18,0.09,FALSE,FALSE,FALSE,"192021"
"123","192031","Chemists",7490,75880,95.63,4.38,FALSE,"Bachelor's or Higher",3.09375,3.5475,2.565,2.56375,2.83857142857143,14.6085714285714,0.19,0.21,0.24,0.18,0.18,FALSE,TRUE,FALSE,"192031"
"124","192032","Materials Scientists",320,94270,95.83,4.16,FALSE,"Bachelor's or Higher",3.01625,3.65625,2.465,1.85875,2.98285714285714,13.9791071428571,0.21,0.22,0.26,0.18,0.13,FALSE,FALSE,FALSE,"192032"
"125","192041","Environmental Scientists and Specialists, Including Health",3620,74680,99.655,0.3425,FALSE,"Bachelor's or Higher",2.9103125,3.719375,2.601875,1.4521875,3.06678571428571,13.7505357142857,0.22,0.21,0.27,0.19,0.11,FALSE,TRUE,FALSE,"192041"
"126","192042","Geoscientists, Except Hydrologists and Geographers",810,82910,100.01,0,FALSE,"Bachelor's or Higher",3.015,3.71875,2.405,1.65625,2.91142857142857,13.7064285714286,0.21,0.22,0.27,0.18,0.12,FALSE,TRUE,FALSE,"192042"
"127","192043","Hydrologists",240,73560,100.01,0,FALSE,"Bachelor's or Higher",2.9225,3.51625,2.4375,2.11,2.96285714285714,13.9491071428571,0.21,0.21,0.25,0.17,0.15,FALSE,TRUE,FALSE,"192043"
"128","192099","Physical Scientists, All Other",640,105250,92.31,7.7,FALSE,"Bachelor's or Higher",3.18625,3.5,2.5325,1.46625,2.98,13.665,0.22,0.23,0.26,0.19,0.11,FALSE,FALSE,FALSE,"192099"
"129","193011","Economists",450,122350,99.995,0,FALSE,"Bachelor's or Higher",2.819375,3.75875,2.49875,1.093125,2.96428571428571,13.1342857142857,0.23,0.21,0.29,0.19,0.08,FALSE,FALSE,FALSE,"193011"
"130","193022","Survey Researchers",540,55460,100,0,FALSE,"Bachelor's or Higher",2.8425,3.72,2.625,1.29625,3.12571428571429,13.6094642857143,0.23,0.21,0.27,0.19,0.1,FALSE,TRUE,FALSE,"193022"
"131","193031","Clinical, Counseling, and School Psychologists",9610,87530,100,0,FALSE,"Bachelor's or Higher",2.53166666666667,4.03083333333333,2.31083333333333,1.115,3.76095238095238,13.7492857142857,0.27,0.18,0.29,0.17,0.08,FALSE,FALSE,FALSE,"193031"
"132","193039","Psychologists, All Other",560,106640,100,0,FALSE,"Bachelor's or Higher",2.9375,4.17,2.53,1.3425,3.39142857142857,14.3714285714286,0.24,0.2,0.29,0.18,0.09,FALSE,FALSE,FALSE,"193039"
"133","193041","Sociologists",670,69110,99.99,0,FALSE,"Bachelor's or Higher",2.6075,3.95,2.28,1.1075,3.19571428571429,13.1407142857143,0.24,0.2,0.3,0.17,0.08,FALSE,TRUE,FALSE,"193041"
"134","193051","Urban and Regional Planners",1190,74800,100.01,0,FALSE,"Bachelor's or Higher",2.89125,3.69,2.875,1.25,3.17857142857143,13.8848214285714,0.23,0.21,0.27,0.21,0.09,FALSE,TRUE,FALSE,"193051"
"135","193091","Anthropologists and Archeologists",200,71180,99.995,0,FALSE,"Bachelor's or Higher",2.92125,3.8825,2.59375,1.295625,3.08,13.773125,0.22,0.21,0.28,0.19,0.09,FALSE,TRUE,FALSE,"193091"
"136","193093","Historians",170,62990,47.96,52.05,TRUE,"Sub-Baccalaureate",2.0775,3.8275,2.22,1.11,2.85857142857143,12.0935714285714,0.24,0.17,0.32,0.18,0.09,FALSE,TRUE,TRUE,"193093"
"137","193094","Political Scientists",60,108880,100,0,FALSE,"Bachelor's or Higher",2.54625,3.84125,2.065,1.0625,2.99857142857143,12.5135714285714,0.24,0.2,0.31,0.17,0.08,FALSE,FALSE,FALSE,"193094"
"138","193099","Social Scientists and Related Workers, All Other",2030,82370,100,0,FALSE,"Bachelor's or Higher",2.86125,3.7825,2.9375,1.4225,3.21428571428571,14.2180357142857,0.23,0.2,0.27,0.21,0.1,FALSE,TRUE,FALSE,"193099"
"139","194011","Agricultural and Food Science Technicians",200,50410,55.36,44.64,FALSE,"Bachelor's or Higher",2.358125,3.210625,2.3725,2.06125,2.75,12.7525,0.22,0.18,0.25,0.19,0.16,FALSE,TRUE,FALSE,"194011"
"140","194021","Biological Technicians",2260,43250,88.09,11.91,FALSE,"Bachelor's or Higher",2.7025,3.2625,2.25,2.185,2.42714285714286,12.8271428571429,0.19,0.21,0.25,0.18,0.17,FALSE,TRUE,FALSE,"194021"
"141","194031","Chemical Technicians",5320,50160,25.77,74.23,TRUE,"Sub-Baccalaureate",2.765,3.45375,2.4675,2.6875,2.98142857142857,14.3551785714286,0.21,0.19,0.24,0.17,0.19,FALSE,TRUE,TRUE,"194031"
"142","194041","Geological and Petroleum Technicians",230,52180,69.19,30.805,FALSE,"Bachelor's or Higher",2.44625,3.170625,2.2525,2.17875,2.65285714285714,12.7009821428571,0.21,0.19,0.25,0.18,0.17,FALSE,TRUE,FALSE,"194041"
"143","194061","Social Science Research Assistants",4550,43730,83.38,16.62,FALSE,"Bachelor's or Higher",2.641875,3.3825,2.45375,1.44625,2.91071428571429,12.8350892857143,0.23,0.21,0.26,0.19,0.11,FALSE,TRUE,FALSE,"194061"
"144","194091","Environmental Science and Protection Technicians, Including Health",2520,47680,64.15,35.85,FALSE,"Bachelor's or Higher",2.71875,3.435,2.4675,2.3575,3.05428571428571,14.0330357142857,0.22,0.19,0.24,0.18,0.17,FALSE,TRUE,FALSE,"194091"
"145","194092","Forensic Science Technicians",540,64570,39.46,60.54,TRUE,"Sub-Baccalaureate",2.6425,3.6125,2.44,2.2825,2.85857142857143,13.8360714285714,0.21,0.19,0.26,0.18,0.16,FALSE,TRUE,TRUE,"194092"
"146","194093","Forest and Conservation Technicians",50,36820,4,96,TRUE,"Sub-Baccalaureate",2.51375,3.31375,2.4975,2.2525,2.94571428571429,13.5232142857143,0.22,0.19,0.25,0.18,0.17,FALSE,TRUE,TRUE,"194093"
"147","194099","Life, Physical, and Social Science Technicians, All Other",5670,54110,53.7,46.2933333333333,FALSE,"Bachelor's or Higher",2.67666666666667,3.34458333333333,2.3,2.42708333333333,2.88619047619048,13.6345238095238,0.21,0.2,0.25,0.17,0.18,FALSE,TRUE,FALSE,"194099"
"148","211011","Substance Abuse and Behavioral Disorder Counselors",7650,50090,75.75,24.23,FALSE,"Bachelor's or Higher",2.3425,3.85875,2.375,1.2175,3.53571428571429,13.3294642857143,0.27,0.18,0.29,0.18,0.09,FALSE,TRUE,FALSE,"211011"
"149","211012","Educational, Guidance, School, and Vocational Counselors",18220,67090,99.58,0.42,FALSE,"Bachelor's or Higher",2.29625,4.0325,2.3425,1.15625,3.67714285714286,13.5046428571429,0.27,0.17,0.3,0.17,0.09,FALSE,TRUE,FALSE,"211012"
"150","211013","Marriage and Family Therapists",3070,72210,100.01,0,FALSE,"Bachelor's or Higher",2.6875,3.9675,2.25,1.15625,3.85714285714286,13.9183928571429,0.28,0.19,0.29,0.16,0.08,FALSE,TRUE,FALSE,"211013"
"151","211014","Mental Health Counselors",6870,44660,98.52,1.48,FALSE,"Bachelor's or Higher",2.63875,3.92375,2.31,1.21875,3.73142857142857,13.8226785714286,0.27,0.19,0.28,0.17,0.09,FALSE,TRUE,FALSE,"211014"
"152","211015","Rehabilitation Counselors",6300,34540,76.66,23.34,FALSE,"Bachelor's or Higher",2.6075,3.53125,2.2825,1.125,3.55285714285714,13.0991071428571,0.27,0.2,0.27,0.17,0.09,FALSE,TRUE,FALSE,"211015"
"153","211019","Counselors, All Other",1300,54040,NA,NA,FALSE,"Bachelor's or Higher",2.6075,3.53125,2.2825,1.125,3.55285714285714,NA,0.27,0.2,0.27,0.17,0.09,TRUE,TRUE,FALSE,"211019"
"154","211021","Child, Family, and School Social Workers",21100,54090,99.86,0.14,FALSE,"Bachelor's or Higher",2.53125,3.93625,2.5925,1.25,3.69571428571429,14.0057142857143,0.26,0.18,0.28,0.19,0.09,FALSE,TRUE,FALSE,"211021"
"155","211022","Healthcare Social Workers",10990,60190,100,0,FALSE,"Bachelor's or Higher",2.52875,3.75,2.3725,1.29625,3.46142857142857,13.4089285714286,0.26,0.19,0.28,0.18,0.1,FALSE,TRUE,FALSE,"211022"
"156","211023","Mental Health and Substance Abuse Social Workers",8460,54540,89.1,10.9,FALSE,"Bachelor's or Higher",2.57875,3.815,2.3125,1.21875,3.68,13.605,0.27,0.19,0.28,0.17,0.09,FALSE,TRUE,FALSE,"211023"
"157","211029","Social Workers, All Other",5550,67050,NA,NA,FALSE,"Bachelor's or Higher",2.57875,3.815,2.3125,1.21875,3.68,NA,0.27,0.19,0.28,0.17,0.09,TRUE,TRUE,FALSE,"211029"
"158","211091","Health Educators",3260,52760,88.78,11.23,FALSE,"Bachelor's or Higher",2.45125,3.79625,2.75,1.22,3.25,13.4675,0.24,0.18,0.28,0.2,0.09,FALSE,TRUE,FALSE,"211091"
"159","211092","Probation Officers and Correctional Treatment Specialists",3840,71610,92.91,7.1,FALSE,"Bachelor's or Higher",2.19,3.53125,1.845,1.265,3.43,12.26125,0.28,0.18,0.29,0.15,0.1,FALSE,TRUE,FALSE,"211092"
"160","211093","Social and Human Service Assistants",31840,34740,58.24,41.75,FALSE,"Bachelor's or Higher",2.1875,3.49875,2.315,1.3775,3.42857142857143,12.8073214285714,0.27,0.17,0.27,0.18,0.11,FALSE,TRUE,FALSE,"211093"
"161","211094","Community Health Workers",2280,38200,67.18,32.83,FALSE,"Bachelor's or Higher",2.235,3.78125,2.5975,1.4375,3.57142857142857,13.6226785714286,0.26,0.16,0.28,0.19,0.11,FALSE,TRUE,FALSE,"211094"
"162","211099","Community and Social Service Specialists, All Other",12250,49420,NA,NA,FALSE,"Bachelor's or Higher",2.235,3.78125,2.5975,1.4375,3.57142857142857,NA,0.26,0.16,0.28,0.19,0.11,TRUE,TRUE,FALSE,"211099"
"163","212011","Clergy",6470,42170,98.79,1.22,FALSE,"Bachelor's or Higher",2.29625,4.0775,3.155,1.21875,3.87714285714286,14.6246428571429,0.27,0.16,0.28,0.22,0.08,FALSE,TRUE,FALSE,"212011"
"164","212021","Directors, Religious Activities and Education",2080,40870,93.7,6.31,FALSE,"Bachelor's or Higher",2.4825,3.67375,3.0325,1.25125,3.44571428571429,13.8857142857143,0.25,0.18,0.26,0.22,0.09,FALSE,TRUE,FALSE,"212021"
"165","231011","Lawyers",75340,147210,100,0,FALSE,"Bachelor's or Higher",2.53,4.10875,2.6875,1.17125,3.51714285714286,14.0146428571429,0.25,0.18,0.29,0.19,0.08,FALSE,FALSE,FALSE,"231011"
"166","231012","Judicial Law Clerks",530,46630,85.99,14,FALSE,"Bachelor's or Higher",1.86125,3.79625,1.7525,1.18625,2.75,11.34625,0.24,0.16,0.33,0.15,0.1,FALSE,TRUE,FALSE,"231012"
"167","231021","Administrative Law Judges, Adjudicators, and Hearing Officers",1280,91790,80.15,19.86,FALSE,"Bachelor's or Higher",2.35875,3.88875,2.3125,1.10875,3.14285714285714,12.8116071428571,0.25,0.18,0.3,0.18,0.09,FALSE,FALSE,FALSE,"231021"
"168","231022","Arbitrators, Mediators, and Conciliators",260,88700,80,20,FALSE,"Bachelor's or Higher",2.17125,3.9525,1.8425,1.12375,3.53428571428571,12.6242857142857,0.28,0.17,0.31,0.15,0.09,FALSE,FALSE,FALSE,"231022"
"169","231023","Judges, Magistrate Judges, and Magistrates",1610,166860,77.05,22.94,FALSE,"Bachelor's or Higher",2.45125,4.14,2,1.07875,3.23142857142857,12.9014285714286,0.25,0.19,0.32,0.16,0.08,FALSE,FALSE,FALSE,"231023"
"170","232011","Paralegals and Legal Assistants",21530,54660,46.58,53.42,TRUE,"Sub-Baccalaureate",1.92375,3.31125,1.935,1.10875,2.78714285714286,11.0658928571429,0.25,0.17,0.3,0.17,0.1,FALSE,TRUE,TRUE,"232011"
"171","232091","Court Reporters",1070,84530,9.14,90.87,TRUE,"Sub-Baccalaureate",1.4225,2.92375,1.625,1.5925,2.21714285714286,9.78089285714286,0.23,0.15,0.3,0.17,0.16,FALSE,FALSE,FALSE,"232091"
"172","232093","Title Examiners, Abstractors, and Searchers",3490,52320,2.12,97.87,TRUE,"Sub-Baccalaureate",1.85875,3.185,2.3725,1.0775,2.71285714285714,11.2066071428571,0.24,0.17,0.28,0.21,0.1,FALSE,TRUE,TRUE,"232093"
"173","232099","Legal Support Workers, All Other",2290,55430,NA,NA,TRUE,"Sub-Baccalaureate",1.85875,3.185,2.3725,1.0775,2.71285714285714,NA,0.24,0.17,0.28,0.21,0.1,TRUE,TRUE,TRUE,"232099"
"174","251011","Business Teachers, Postsecondary",6770,81190,100,0,FALSE,"Bachelor's or Higher",2.54625,3.89375,2.405,1.17125,3.12571428571429,13.1419642857143,0.24,0.19,0.3,0.18,0.09,FALSE,TRUE,FALSE,"251011"
"175","251021","Computer Science Teachers, Postsecondary",2930,84360,98.31,1.69,FALSE,"Bachelor's or Higher",2.8275,3.875,2.5325,1.545,3.19571428571429,13.9757142857143,0.23,0.2,0.28,0.18,0.11,FALSE,FALSE,FALSE,"251021"
"176","251022","Mathematical Science Teachers, Postsecondary",4290,82350,100,0,FALSE,"Bachelor's or Higher",2.69,3.93625,2.1875,1.0625,3.19428571428571,13.0705357142857,0.24,0.21,0.3,0.17,0.08,FALSE,TRUE,FALSE,"251022"
"177","251032","Engineering Teachers, Postsecondary",2390,104680,100,0,FALSE,"Bachelor's or Higher",2.97,3.78125,2.375,1.25,3.19714285714286,13.5733928571429,0.24,0.22,0.28,0.17,0.09,FALSE,FALSE,FALSE,"251032"
"178","251041","Agricultural Sciences Teachers, Postsecondary",90,101340,99.85,0.14,FALSE,"Bachelor's or Higher",2.67125,4.07875,2.655,1.50125,3.39285714285714,14.2991071428571,0.24,0.19,0.29,0.19,0.1,FALSE,FALSE,FALSE,"251041"
"179","251042","Biological Science Teachers, Postsecondary",3910,95620,100,0,FALSE,"Bachelor's or Higher",2.71875,3.98375,2.6875,1.14,3.19571428571429,13.7257142857143,0.23,0.2,0.29,0.2,0.08,FALSE,FALSE,FALSE,"251042"
"180","251051","Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",510,89570,100,0,FALSE,"Bachelor's or Higher",2.87375,4.04625,2.72,1.3275,3.28571428571429,14.2532142857143,0.23,0.2,0.28,0.19,0.09,FALSE,FALSE,FALSE,"251051"
"181","251052","Chemistry Teachers, Postsecondary",1910,94900,100,0,FALSE,"Bachelor's or Higher",2.8875,3.9225,2.41,1.4525,3.16142857142857,13.8339285714286,0.23,0.21,0.28,0.17,0.1,FALSE,FALSE,FALSE,"251052"
"182","251053","Environmental Science Teachers, Postsecondary",750,79950,100,0,FALSE,"Bachelor's or Higher",2.7475,3.9675,2.625,1.22,3.32,13.88,0.24,0.2,0.29,0.19,0.09,FALSE,TRUE,FALSE,"251053"
"183","251054","Physics Teachers, Postsecondary",1110,105620,100,0,FALSE,"Bachelor's or Higher",2.7975,4.09375,2.53,1.69,3.25,14.36125,0.23,0.19,0.29,0.18,0.12,FALSE,FALSE,FALSE,"251054"
"184","251061","Anthropology and Archeology Teachers, Postsecondary",710,93860,100,0,FALSE,"Bachelor's or Higher",2.6875,4.0625,2.5325,1.03125,3.25142857142857,13.5651785714286,0.24,0.2,0.3,0.19,0.08,FALSE,FALSE,FALSE,"251061"
"185","251062","Area, Ethnic, and Cultural Studies Teachers, Postsecondary",920,85350,97.89,2.11,FALSE,"Bachelor's or Higher",2.53125,3.95375,2.405,1.11,3.10857142857143,13.1085714285714,0.24,0.19,0.3,0.18,0.08,FALSE,FALSE,FALSE,"251062"
"186","251063","Economics Teachers, Postsecondary",1190,114570,100,0,FALSE,"Bachelor's or Higher",2.6725,3.76625,2.435,1.1575,3.08857142857143,13.1198214285714,0.24,0.2,0.29,0.19,0.09,FALSE,FALSE,FALSE,"251063"
"187","251064","Geography Teachers, Postsecondary",160,88580,100.01,0,FALSE,"Bachelor's or Higher",2.64125,3.8425,2.5,1.095,3.12571428571429,13.2044642857143,0.24,0.2,0.29,0.19,0.08,FALSE,FALSE,FALSE,"251064"
"188","251065","Political Science Teachers, Postsecondary",1270,84530,100,0,FALSE,"Bachelor's or Higher",2.40625,3.985,2.3125,1.015,3.07142857142857,12.7901785714286,0.24,0.19,0.31,0.18,0.08,FALSE,FALSE,FALSE,"251065"
"189","251066","Psychology Teachers, Postsecondary",3530,83730,100,0,FALSE,"Bachelor's or Higher",2.7325,3.985,2.4075,1.09375,3.23142857142857,13.4501785714286,0.24,0.2,0.3,0.18,0.08,FALSE,TRUE,FALSE,"251066"
"190","251067","Sociology Teachers, Postsecondary",1380,83310,100,0,FALSE,"Bachelor's or Higher",2.3125,4.03125,2.47,1.0475,3.28428571428571,13.1455357142857,0.25,0.18,0.31,0.19,0.08,FALSE,TRUE,FALSE,"251067"
"191","251069","Social Sciences Teachers, Postsecondary, All Other",2390,79860,NA,NA,FALSE,"Bachelor's or Higher",2.3125,4.03125,2.47,1.0475,3.28428571428571,NA,0.25,0.18,0.31,0.19,0.08,TRUE,TRUE,FALSE,"251069"
"192","251071","Health Specialties Teachers, Postsecondary",16920,98950,82.3,17.7,FALSE,"Bachelor's or Higher",2.51625,4.03125,2.5325,1.23375,3.26714285714286,13.5808928571429,0.24,0.19,0.3,0.19,0.09,FALSE,FALSE,FALSE,"251071"
"193","251072","Nursing Instructors and Teachers, Postsecondary",3960,91170,94.14,5.86,FALSE,"Bachelor's or Higher",2.6675,4,2.5,1.4675,3.46142857142857,14.0964285714286,0.25,0.19,0.28,0.18,0.1,FALSE,FALSE,FALSE,"251072"
"194","251081","Education Teachers, Postsecondary",4850,72100,98.57,1.43,FALSE,"Bachelor's or Higher",2.35625,4.03125,2.655,1.03125,3.28714285714286,13.3608928571429,0.25,0.18,0.3,0.2,0.08,FALSE,TRUE,FALSE,"251081"
"195","251082","Library Science Teachers, Postsecondary",490,75730,100,0,FALSE,"Bachelor's or Higher",2.51375,3.90625,2.56,1.155,3.28571428571429,13.4207142857143,0.24,0.19,0.29,0.19,0.09,FALSE,TRUE,FALSE,"251082"
"196","251111","Criminal Justice and Law Enforcement Teachers, Postsecondary",1230,67950,87.81,12.2,FALSE,"Bachelor's or Higher",2.25,4.06125,2.44,1.03,3.23285714285714,13.0141071428571,0.25,0.17,0.31,0.19,0.08,FALSE,TRUE,FALSE,"251111"
"197","251112","Law Teachers, Postsecondary",2340,81760,100.01,0,FALSE,"Bachelor's or Higher",2.28125,4.0775,2.095,1.21625,3.23142857142857,12.9014285714286,0.25,0.18,0.32,0.16,0.09,FALSE,TRUE,FALSE,"251112"
"198","251113","Social Work Teachers, Postsecondary",1380,68150,100,0,FALSE,"Bachelor's or Higher",2.6075,4.04625,2.4675,1.17,3.5,13.79125,0.25,0.19,0.29,0.18,0.08,FALSE,TRUE,FALSE,"251113"
"199","251121","Art, Drama, and Music Teachers, Postsecondary",9200,77960,100.01,0,FALSE,"Bachelor's or Higher",2.25125,3.9375,2.8425,1.11,3.41142857142857,13.5526785714286,0.25,0.17,0.29,0.21,0.08,FALSE,TRUE,FALSE,"251121"
"200","251122","Communications Teachers, Postsecondary",2660,70800,99.99,0,FALSE,"Bachelor's or Higher",2.39,3.9375,2.47,1.14,3.28428571428571,13.2217857142857,0.25,0.18,0.3,0.19,0.09,FALSE,TRUE,FALSE,"251122"
"201","251123","English Language and Literature Teachers, Postsecondary",7660,79220,100,0,FALSE,"Bachelor's or Higher",2.18875,4.0475,2.185,1.03125,3.26714285714286,12.7196428571429,0.26,0.17,0.32,0.17,0.08,FALSE,TRUE,FALSE,"251123"
"202","251124","Foreign Language and Literature Teachers, Postsecondary",2630,73520,100.02,0,FALSE,"Bachelor's or Higher",2.43875,3.93875,2.25,1.1575,3.23142857142857,13.0164285714286,0.25,0.19,0.3,0.17,0.09,FALSE,TRUE,FALSE,"251124"
"203","251125","History Teachers, Postsecondary",1780,81650,100,0,FALSE,"Bachelor's or Higher",2.295,3.98375,2.28,1.0475,3.24857142857143,12.8548214285714,0.25,0.18,0.31,0.18,0.08,FALSE,TRUE,FALSE,"251125"
"204","251126","Philosophy and Religion Teachers, Postsecondary",2900,67760,90.48,9.52,FALSE,"Bachelor's or Higher",2.405,3.84375,2.25,1.11,3.10857142857143,12.7173214285714,0.24,0.19,0.3,0.18,0.09,FALSE,TRUE,FALSE,"251126"
"205","251191","Graduate Teaching Assistants",4640,43680,99.14,0.86,FALSE,"Bachelor's or Higher",1.99875,3.155,1.78,1.24875,2.82142857142857,11.0039285714286,0.26,0.18,0.29,0.16,0.11,FALSE,TRUE,FALSE,"251191"
"206","251193","Recreation and Fitness Studies Teachers, Postsecondary",980,72900,91.18,8.81,FALSE,"Bachelor's or Higher",2.48125,3.7975,2.4675,1.2175,3.26571428571429,13.2294642857143,0.25,0.19,0.29,0.19,0.09,FALSE,TRUE,FALSE,"251193"
"207","251194","Vocational Education Teachers, Postsecondary",5160,60300,31.48,68.53,TRUE,"Sub-Baccalaureate",2.17,3.65625,2.3125,1.6725,3.30428571428571,13.1155357142857,0.25,0.17,0.28,0.18,0.13,FALSE,TRUE,TRUE,"251194"
"208","252011","Preschool Teachers, Except Special Education",36140,34780,24.84,75.16,TRUE,"Sub-Baccalaureate",2.11,3.70375,2.3425,1.3425,3.53571428571429,13.0344642857143,0.27,0.16,0.28,0.18,0.1,FALSE,TRUE,TRUE,"252011"
"209","252012","Kindergarten Teachers, Except Special Education",10660,61180,79.32,20.69,FALSE,"Bachelor's or Higher",2.06375,3.5325,2.25,1.3425,3.53428571428571,12.7230357142857,0.28,0.16,0.28,0.18,0.11,FALSE,TRUE,FALSE,"252012"
"210","252021","Elementary School Teachers, Except Special Education",89550,71060,100,0,FALSE,"Bachelor's or Higher",2.49875,3.90625,2.345,1.32875,3.55571428571429,13.6344642857143,0.26,0.18,0.29,0.17,0.1,FALSE,TRUE,FALSE,"252021"
"211","252022","Middle School Teachers, Except Special and Career/Technical Education",44130,76120,100,0,FALSE,"Bachelor's or Higher",2.1575,3.78,2.31,1.39125,3.49857142857143,13.1373214285714,0.27,0.16,0.29,0.18,0.11,FALSE,TRUE,FALSE,"252022"
"212","252023","Career/Technical Education Teachers, Middle School",1490,69600,97.9,2.09,FALSE,"Bachelor's or Higher",2.45375,3.73625,2.405,1.86,3.35714285714286,13.8121428571429,0.24,0.18,0.27,0.17,0.13,FALSE,TRUE,FALSE,"252023"
"213","252031","Secondary School Teachers, Except Special and Career/Technical Education",63870,82950,100,0,FALSE,"Bachelor's or Higher",2.46875,3.795,2.6225,1.3125,3.49857142857143,13.6973214285714,0.26,0.18,0.28,0.19,0.1,FALSE,TRUE,FALSE,"252031"
"214","252032","Career/Technical Education Teachers, Secondary School",3380,76300,59.91,40.09,FALSE,"Bachelor's or Higher",2.26625,3.795,2.7175,1.7025,3.71571428571429,14.1969642857143,0.26,0.16,0.27,0.19,0.12,FALSE,TRUE,FALSE,"252032"
"215","252051","Special Education Teachers, Preschool",4440,61110,NA,NA,FALSE,"Bachelor's or Higher",2.26625,3.795,2.7175,1.7025,3.71571428571429,NA,0.26,0.16,0.27,0.19,0.12,TRUE,TRUE,FALSE,"252051"
"216","252052","Special Education Teachers, Kindergarten and Elementary School",22830,68250,99.04,0.96,FALSE,"Bachelor's or Higher",2.25,3.7675,2.125,1.1075,3.78428571428571,13.0342857142857,0.29,0.17,0.29,0.16,0.08,FALSE,TRUE,FALSE,"252052"
"217","252053","Special Education Teachers, Middle School",10910,75210,100.01,0,FALSE,"Bachelor's or Higher",2.18875,3.73375,2.375,1.09375,3.62428571428571,13.0155357142857,0.28,0.17,0.29,0.18,0.08,FALSE,TRUE,FALSE,"252053"
